query_player,relevant_player,rank,top_1_player,top_5_players,query_text
Franco Fagundez,Franco Fagundez,1,Franco Fagundez,Franco Fagundez | Gustavo Fernández | Antony Alonso | Gabriel Obredor | Eric Joel Tovo,"Franco Fagundez is a URU football player who plays for Deportivo Riestra as a forward (FW). Age: 26 Born: 1998. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.04. Progression: progressive_carries 0, progressive_passes 3, progressive_receptions 4. Usage: matches_played 1, starts 0, minutes_played 34, full_match_equivalents 0.4. Discipline: yellow_cards 0, red_cards 0."
Lucio Falasco,Lucio Falasco,1,Lucio Falasco,Lucio Falasco | Tiago Serrago | Tomás Kummer | Martín García | Matías García,"Lucio Falasco is a ARG football player who plays for Aldosivi as a midfielder, forward (MF,FW). Age: 21 Born: 2004. Attacking output: goals 0, assists 1, expected_goals 0.0, expected_assists 0.7, non_penalty_expected_goals 0.0, expected_goal_involvements 15.33. Progression: progressive_carries 1, progressive_passes 0, progressive_receptions 0. Usage: matches_played 2, starts 0, minutes_played 4, full_match_equivalents 0.0. Discipline: yellow_cards 1, red_cards 0."
Facundo Farías,Facundo Farías,1,Facundo Farías,Facundo Farías | Facundo Rodríguez | Bautista Kociubinski | Leandro Mamut | Ivo Mammini,"Facundo Farías is a ARG football player who plays for Estudiantes–LP as a midfielder, forward (MF,FW). Age: 22 Born: 2002. Attacking output: goals 0, assists 0, expected_goals 0.1, expected_assists 0.1, non_penalty_expected_goals 0.1, expected_goal_involvements 0.05. Progression: progressive_carries 2, progressive_passes 9, progressive_receptions 21. Usage: matches_played 6, starts 3, minutes_played 223, full_match_equivalents 2.5. Discipline: yellow_cards 1, red_cards 0."
Valentín Fascendini,Valentín Fascendini,1,Valentín Fascendini,Valentín Fascendini | Juan Ludueña | Nicolás Paz | Valentín Gómez | Valentín Moreno,"Valentín Fascendini is a ARG football player who plays for Unión as a defender (DF). Age: 22 Born: 2003. Attacking output: goals 0, assists 0, expected_goals 0.6, expected_assists 0.0, non_penalty_expected_goals 0.6, expected_goal_involvements 0.1. Progression: progressive_carries 4, progressive_passes 12, progressive_receptions 2. Usage: matches_played 7, starts 6, minutes_played 523, full_match_equivalents 5.8. Discipline: yellow_cards 2, red_cards 0."
Federico Fattori,Federico Fattori,1,Federico Fattori,Federico Fattori | Marco Pellegrino | Nemanja Radoja | Fernando Tobio | Kevin Coronel,"Federico Fattori is a ARG football player who plays for Arg Juniors as a midfielder (MF). Age: 32 Born: 1992. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.3, non_penalty_expected_goals 0.0, expected_goal_involvements 0.02. Progression: progressive_carries 6, progressive_passes 107, progressive_receptions 13. Usage: matches_played 15, starts 15, minutes_played 1279, full_match_equivalents 14.2. Discipline: yellow_cards 6, red_cards 1."
Adrián Fernández,Adrián Fernández,1,Adrián Fernández,Adrián Fernández | Matías Fernández | Germán Conti | Adrián Balboa | Adrián Martínez,"Adrián Fernández is a ARG football player who plays for Racing Club as a forward, midfielder (FW,MF). Age: 24 Born: 2001. Attacking output: goals 0, assists 1, expected_goals 0.5, expected_assists 0.9, non_penalty_expected_goals 0.5, expected_goal_involvements 0.49. Progression: progressive_carries 9, progressive_passes 27, progressive_receptions 20. Usage: matches_played 8, starts 2, minutes_played 248, full_match_equivalents 2.8. Discipline: yellow_cards 1, red_cards 0."
Damián Fernández,Damián Fernández,1,Damián Fernández,Damián Fernández | Kevin Vázquez | Joaquín García | Damián Fernández | Emanuel Mammana,"Damián Fernández is a ARG football player who plays for Vélez Sarsfield as a defender (DF). Age: 24 Born: 2001. Attacking output: goals 0, assists 0, expected_goals 0.1, expected_assists 0.1, non_penalty_expected_goals 0.1, expected_goal_involvements 0.02. Progression: progressive_carries 3, progressive_passes 25, progressive_receptions 1. Usage: matches_played 13, starts 10, minutes_played 943, full_match_equivalents 10.5. Discipline: yellow_cards 1, red_cards 0."
Damián Fernández,Damián Fernández,1,Damián Fernández,Damián Fernández | Agustín Sienra | Damián Pérez | Valentín Larralde | Luciano Ramón Herrera,"Damián Fernández is a ARG football player who plays for Defensa y Just as a defender (DF). Age: 24 Born: 2001. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 3, progressive_receptions 0. Usage: matches_played 1, starts 1, minutes_played 90, full_match_equivalents 1.0. Discipline: yellow_cards 0, red_cards 0."
Gustavo Fernández,Gustavo Fernández,1,Gustavo Fernández,Gustavo Fernández | Gonzalo Bravo | Valery Fernández | Braian Guille | Guillermo Matías Fernández,"Gustavo Fernández is a ARG football player who plays for Deportivo Riestra as a forward (FW). Age: 34 Born: 1990. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.2, non_penalty_expected_goals 0.0, expected_goal_involvements 0.24. Progression: progressive_carries 2, progressive_passes 3, progressive_receptions 5. Usage: matches_played 2, starts 1, minutes_played 74, full_match_equivalents 0.8. Discipline: yellow_cards 1, red_cards 0."
Ignacio Fernández,Ignacio Fernández,1,Ignacio Fernández,Ignacio Fernández | Franco Mastantuono | Rodrigo Fernández | Juan Meza | Johnny Russell,"Ignacio Fernández is a ARG football player who plays for River Plate as a midfielder (MF). Age: 35 Born: 1990. Attacking output: goals 1, assists 2, expected_goals 0.1, expected_assists 0.7, non_penalty_expected_goals 0.1, expected_goal_involvements 0.29. Progression: progressive_carries 4, progressive_passes 17, progressive_receptions 17. Usage: matches_played 7, starts 2, minutes_played 247, full_match_equivalents 2.7. Discipline: yellow_cards 1, red_cards 0."
Manuel Fernández,Manuel Fernández,1,Manuel Fernández,Manuel Fernández | Leonel Roldán | Kevin Vázquez | Damián Fernández | Mateo Pellegrino,"Manuel Fernández is a ARG football player who plays for Vélez Sarsfield as a forward (FW). Age: 20 Born: 2004. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 1, progressive_passes 0, progressive_receptions 4. Usage: matches_played 3, starts 0, minutes_played 43, full_match_equivalents 0.5. Discipline: yellow_cards 0, red_cards 0."
Martín Fernández,Martín Fernández,1,Martín Fernández,Martín Fernández | Gonzalo Pérez | Adrián Fernández | Damián Fernández | Leonardo Morales,"Martín Fernández is a URU football player who plays for Gimnasia–LP as a midfielder (MF). Age: 24 Born: 2001. Attacking output: goals 0, assists 0, expected_goals 0.2, expected_assists 0.1, non_penalty_expected_goals 0.2, expected_goal_involvements 0.03. Progression: progressive_carries 1, progressive_passes 22, progressive_receptions 1. Usage: matches_played 11, starts 8, minutes_played 673, full_match_equivalents 7.5. Discipline: yellow_cards 2, red_cards 0."
Matías Fernández,Matías Fernández,1,Matías Fernández,Matías Fernández | Franco Amarfil | Ênio | Adrián Fernández | Luis Sequeira,"Matías Fernández is a ARG football player who plays for Ind. Rivadavia as a midfielder (MF). Age: 24 Born: 2001. Attacking output: goals 0, assists 1, expected_goals 0.5, expected_assists 1.2, non_penalty_expected_goals 0.5, expected_goal_involvements 0.31. Progression: progressive_carries 15, progressive_passes 15, progressive_receptions 32. Usage: matches_played 12, starts 5, minutes_played 508, full_match_equivalents 5.6. Discipline: yellow_cards 3, red_cards 0."
Nicolás Fernández,Nicolás Fernández,1,Nicolás Fernández,Nicolás Fernández | Tomás Fernández | Tadeo Allende | Nicolás Benegas | Roberto Nicolás Fernández,"Nicolás Fernández is a ARG football player who plays for Belgrano as a forward, midfielder (FW,MF). Age: 29 Born: 1996. Attacking output: goals 8, assists 0, expected_goals 4.8, expected_assists 1.5, non_penalty_expected_goals 4.8, expected_goal_involvements 0.48. Progression: progressive_carries 15, progressive_passes 22, progressive_receptions 67. Usage: matches_played 17, starts 13, minutes_played 1162, full_match_equivalents 12.9. Discipline: yellow_cards 2, red_cards 0."
Rodrigo Fernández,Rodrigo Fernández,1,Rodrigo Fernández,Rodrigo Fernández | Joaquín Fernández | Ignacio Fernández | Héctor | Joel Medina,"Rodrigo Fernández is a URU football player who plays for Independiente as a midfielder (MF). Age: 29 Born: 1996. Attacking output: goals 0, assists 0, expected_goals 0.1, expected_assists 0.0, non_penalty_expected_goals 0.1, expected_goal_involvements 0.04. Progression: progressive_carries 4, progressive_passes 18, progressive_receptions 3. Usage: matches_played 6, starts 3, minutes_played 246, full_match_equivalents 2.7. Discipline: yellow_cards 3, red_cards 0."
Santiago Fernández,Santiago Fernández,1,Santiago Fernández,Santiago Fernández | Manuel Fernández | Santiago Daniele | Damián Fernández | Matias Gomez,"Santiago Fernández is a ARG football player who plays for Talleres as a defender (DF). Age: 20 Born: 2005. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.01. Progression: progressive_carries 3, progressive_passes 11, progressive_receptions 0. Usage: matches_played 8, starts 7, minutes_played 542, full_match_equivalents 6.0. Discipline: yellow_cards 1, red_cards 0."
Tomás Fernández,Tomás Fernández,1,Tomás Fernández,Tomás Fernández | Federico González | Horacio Tijanovich | Nicolás Pelaitay | Sebastián González,"Tomás Fernández is a ARG football player who plays for San Martín de San Juan as a midfielder, forward (MF,FW). Age: 26 Born: 1998. Attacking output: goals 1, assists 2, expected_goals 1.4, expected_assists 1.9, non_penalty_expected_goals 1.4, expected_goal_involvements 0.48. Progression: progressive_carries 17, progressive_passes 10, progressive_receptions 49. Usage: matches_played 10, starts 9, minutes_played 624, full_match_equivalents 6.9. Discipline: yellow_cards 0, red_cards 0."
Gianluca Ferrari,Gianluca Ferrari,1,Gianluca Ferrari,Gianluca Ferrari | Damián Martínez | Mateo Coronel | Miguel Brizuela | Christian Neiva Afonso,"Gianluca Ferrari is a ARG football player who plays for Atlé Tucumán as a defender (DF). Age: 28 Born: 1997. Attacking output: goals 0, assists 1, expected_goals 0.4, expected_assists 1.1, non_penalty_expected_goals 0.4, expected_goal_involvements 0.13. Progression: progressive_carries 4, progressive_passes 26, progressive_receptions 2. Usage: matches_played 13, starts 13, minutes_played 1080, full_match_equivalents 12.0. Discipline: yellow_cards 5, red_cards 0."
Clever Ferreira,Clever Ferreira,1,Clever Ferreira,Clever Ferreira | Lautaro Godoy | Ignacio Galván | Renzo Tesuri | Juan Infante,"Clever Ferreira is a PAR football player who plays for Atlé Tucumán as a defender (DF). Age: 22 Born: 2003. Attacking output: goals 0, assists 0, expected_goals 0.1, expected_assists 0.0, non_penalty_expected_goals 0.1, expected_goal_involvements 0.05. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 0. Usage: matches_played 2, starts 2, minutes_played 180, full_match_equivalents 2.0. Discipline: yellow_cards 1, red_cards 0."
Cristian Ferreira,Cristian Ferreira,1,Cristian Ferreira,Cristian Ferreira | Maximiliano Romero | Nicolás Cordero | Agustin Hausch | Joaquín Ardaiz,"Cristian Ferreira is a ARG football player who plays for Arg Juniors as a forward, midfielder (FW,MF). Age: 25 Born: 1999. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 1, progressive_passes 4, progressive_receptions 2. Usage: matches_played 3, starts 0, minutes_played 47, full_match_equivalents 0.5. Discipline: yellow_cards 0, red_cards 0."
Lucas Ferreira,Lucas Ferreira,1,Lucas Ferreira,Lucas Ferreira | Tobías Rubio | Lucas González | Benjamín Schamine | Chico,"Lucas Ferreira is a URU football player who plays for Defensa y Just as a defender (DF). Age: 25 Born: 2000. Attacking output: goals 1, assists 1, expected_goals 0.2, expected_assists 0.4, non_penalty_expected_goals 0.2, expected_goal_involvements 0.05. Progression: progressive_carries 11, progressive_passes 34, progressive_receptions 5. Usage: matches_played 12, starts 11, minutes_played 1035, full_match_equivalents 11.5. Discipline: yellow_cards 3, red_cards 0."
Sebastián Ferreira,Sebastián Ferreira,1,Sebastián Ferreira,Sebastián Ferreira | Enzo Giménez | Agustín Auzmendi | Agustín Sández | Santiago López,"Sebastián Ferreira is a PAR football player who plays for Rosario Central as a forward (FW). Age: 27 Born: 1998. Attacking output: goals 2, assists 0, expected_goals 1.8, expected_assists 0.0, non_penalty_expected_goals 1.8, expected_goal_involvements 0.51. Progression: progressive_carries 1, progressive_passes 1, progressive_receptions 9. Usage: matches_played 8, starts 4, minutes_played 308, full_match_equivalents 3.4. Discipline: yellow_cards 0, red_cards 0."
Héctor Fértoli,Héctor Fértoli,1,Héctor Fértoli,Héctor Fértoli | Héctor | Alfio Oviedo | Gabriel Bontempo | José Romero,"Héctor Fértoli is a ARG football player who plays for Tigre as a midfielder, forward (MF,FW). Age: 30 Born: 1994. Attacking output: goals 0, assists 0, expected_goals 1.1, expected_assists 0.1, non_penalty_expected_goals 1.1, expected_goal_involvements 0.22. Progression: progressive_carries 9, progressive_passes 17, progressive_receptions 29. Usage: matches_played 13, starts 4, minutes_played 506, full_match_equivalents 5.6. Discipline: yellow_cards 1, red_cards 0."
Jorge Figal,Jorge Figal,1,Jorge Figal,Jorge Figal | Leandro Paredes | Mateo Mendía | Marco Pellegrino | Rodrigo Battaglia,"Jorge Figal is a ARG football player who plays for Boca Juniors as a defender (DF). Age: 31 Born: 1994. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 1, progressive_receptions 0. Usage: matches_played 1, starts 1, minutes_played 72, full_match_equivalents 0.8. Discipline: yellow_cards 0, red_cards 0."
Jose Florentín,Jose Florentín,1,Jose Florentín,Jose Florentín | Dylan Glaby | Leonardo Heredia | Nicolás Quagliata | David Zalazar,"Jose Florentín is a PAR football player who plays for Cen. Córdoba–SdE as a midfielder (MF). Age: 29 Born: 1996. Attacking output: goals 3, assists 0, expected_goals 2.1, expected_assists 0.6, non_penalty_expected_goals 2.1, expected_goal_involvements 0.18. Progression: progressive_carries 22, progressive_passes 123, progressive_receptions 23. Usage: matches_played 16, starts 15, minutes_played 1312, full_match_equivalents 14.6. Discipline: yellow_cards 2, red_cards 0."
Santiago Flores,Santiago Flores,1,Santiago Flores,Santiago Flores | Tomás Bottari | Leonel Bucca | Alejo Osella | Maximilano Juambeltz,"Santiago Flores is a ARG football player who plays for Ind. Rivadavia as a defender (DF). Age: 24 Born: 2001. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 1, progressive_passes 3, progressive_receptions 0. Usage: matches_played 2, starts 1, minutes_played 85, full_match_equivalents 0.9. Discipline: yellow_cards 0, red_cards 0."
Matias Fonseca,Matias Fonseca,1,Matias Fonseca,Matias Fonseca | David Ruíz | Robinio Vaz | Lautaro Chávez | Martin Satriano,"Matias Fonseca is a URU football player who plays for Instituto as a forward (FW). Age: 24 Born: 2001. Attacking output: goals 0, assists 0, expected_goals 0.5, expected_assists 0.1, non_penalty_expected_goals 0.5, expected_goal_involvements 0.68. Progression: progressive_carries 0, progressive_passes 2, progressive_receptions 4. Usage: matches_played 2, starts 0, minutes_played 75, full_match_equivalents 0.8. Discipline: yellow_cards 0, red_cards 0."
Franco Fragapane,Franco Fragapane,1,Franco Fragapane,Franco Fragapane | Franco Pardo | André Franco | Ante Rebić | Brían Sánchez,"Franco Fragapane is a ARG football player who plays for Unión as a midfielder (MF). Age: 32 Born: 1993. Attacking output: goals 1, assists 1, expected_goals 0.5, expected_assists 1.3, non_penalty_expected_goals 0.5, expected_goal_involvements 0.21. Progression: progressive_carries 17, progressive_passes 61, progressive_receptions 53. Usage: matches_played 17, starts 8, minutes_played 788, full_match_equivalents 8.8. Discipline: yellow_cards 1, red_cards 0."
Juan Franco Arrellaga,Juan Franco Arrellaga,1,Juan Franco Arrellaga,Juan Franco Arrellaga | Fernando Alarcón | Franco Petroli | Manuel Roffo | Darko Brašanac,"Juan Franco Arrellaga is a PAR football player who plays for Instituto as a defender (DF). Age: 33 Born: 1992. Attacking output: goals 0, assists 1, expected_goals 0.3, expected_assists 1.8, non_penalty_expected_goals 0.3, expected_goal_involvements 0.12. Progression: progressive_carries 31, progressive_passes 43, progressive_receptions 52. Usage: matches_played 18, starts 18, minutes_played 1620, full_match_equivalents 18.0. Discipline: yellow_cards 4, red_cards 0."
Franco Pardo,Franco Pardo,1,Franco Pardo,Franco Pardo | Alexander Bah | Arouna Sangante | Mathias Jørgensen | Alan Franco,"Franco Pardo is a ARG football player who plays for Unión as a defender (DF). Age: 28 Born: 1997. Attacking output: goals 0, assists 0, expected_goals 1.0, expected_assists 0.5, non_penalty_expected_goals 1.0, expected_goal_involvements 0.1. Progression: progressive_carries 16, progressive_passes 48, progressive_receptions 3. Usage: matches_played 17, starts 16, minutes_played 1412, full_match_equivalents 15.7. Discipline: yellow_cards 2, red_cards 1."
Nicolás Freire,Nicolás Freire,1,Nicolás Freire,Nicolás Freire | Tomás Cardona | Lisandro Magallán | Nehuén Pérez | Juan Musso,"Nicolás Freire is a ARG football player who plays for Independiente as a defender (DF). Age: 31 Born: 1994. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 4, progressive_passes 11, progressive_receptions 0. Usage: matches_played 2, starts 2, minutes_played 180, full_match_equivalents 2.0. Discipline: yellow_cards 1, red_cards 0."
Franco Frías,Franco Frías,1,Franco Frías,Franco Frías | Oday Dabbagh | Bernard Kamungo | Edwuin Cetré | Marco Matias,"Franco Frías is a ARG football player who plays for Sarmiento as a forward, midfielder (FW,MF). Age: 23 Born: 2002. Attacking output: goals 1, assists 0, expected_goals 2.1, expected_assists 0.6, non_penalty_expected_goals 2.1, expected_goal_involvements 0.45. Progression: progressive_carries 6, progressive_passes 9, progressive_receptions 33. Usage: matches_played 15, starts 4, minutes_played 544, full_match_equivalents 6.0. Discipline: yellow_cards 1, red_cards 0."
Ramiro Funes Mori,Ramiro Funes Mori,1,Ramiro Funes Mori,Ramiro Funes Mori | Santiago Núñez | Gastón Suso | Román Gómez | Juan Ludueña,"Ramiro Funes Mori is a ARG football player who plays for Estudiantes–LP as a defender (DF). Age: 34 Born: 1991. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.02. Progression: progressive_carries 7, progressive_passes 25, progressive_receptions 1. Usage: matches_played 5, starts 5, minutes_played 360, full_match_equivalents 4.0. Discipline: yellow_cards 2, red_cards 0."
Nazareno Funez,Nazareno Funez,1,Nazareno Funez,Nazareno Funez | Favio Cabral | David Zalazar | Gastón Verón | Lautaro Rivero,"Nazareno Funez is a ARG football player who plays for Cen. Córdoba–SdE as a forward (FW). Age: 24 Born: 2001. Attacking output: goals 0, assists 0, expected_goals 1.1, expected_assists 0.0, non_penalty_expected_goals 1.1, expected_goal_involvements 0.4. Progression: progressive_carries 5, progressive_passes 2, progressive_receptions 14. Usage: matches_played 6, starts 3, minutes_played 262, full_match_equivalents 2.9. Discipline: yellow_cards 0, red_cards 0."
Nazareno Funez,Nazareno Funez,1,Nazareno Funez,Nazareno Funez | Francisco González | Fernando David Cardozo | Ángelo Martino | Nazareno Funez,"Nazareno Funez is a ARG football player who plays for Newell's OB as a forward, defender (FW,DF). Age: 24 Born: 2001. Attacking output: goals 0, assists 0, expected_goals 0.7, expected_assists 0.3, non_penalty_expected_goals 0.7, expected_goal_involvements 0.38. Progression: progressive_carries 1, progressive_passes 2, progressive_receptions 12. Usage: matches_played 7, starts 2, minutes_played 233, full_match_equivalents 2.6. Discipline: yellow_cards 0, red_cards 0."
Matías Galarza,Matías Galarza,1,Matías Galarza,Matías Galarza | Dani Carvajal | Blas Armoa | Jacob Ondrejka | Louis Mouton,"Matías Galarza is a PAR football player who plays for Talleres as a forward, midfielder (FW,MF). Age: 23 Born: 2002. Attacking output: goals 0, assists 0, expected_goals 1.3, expected_assists 0.7, non_penalty_expected_goals 1.3, expected_goal_involvements 0.22. Progression: progressive_carries 13, progressive_passes 27, progressive_receptions 59. Usage: matches_played 13, starts 10, minutes_played 823, full_match_equivalents 9.1. Discipline: yellow_cards 1, red_cards 0."
Pablo Galdames Millán,Pablo Galdames Millán,1,Pablo Galdames Millán,Pablo Galdames Millán | Valentín Burgoa | Franco Cristaldo | Sebastián Medina | Pablo Torre,"Pablo Galdames Millán is a CHI football player who plays for Independiente as a midfielder, forward (MF,FW). Age: 28 Born: 1996. Attacking output: goals 1, assists 2, expected_goals 0.8, expected_assists 0.4, non_penalty_expected_goals 0.8, expected_goal_involvements 0.25. Progression: progressive_carries 4, progressive_passes 25, progressive_receptions 15. Usage: matches_played 11, starts 5, minutes_played 457, full_match_equivalents 5.1. Discipline: yellow_cards 1, red_cards 0."
Hernán Galíndez,Hernán Galíndez,1,Hernán Galíndez,Hernán Galíndez | Agustín Marchesín | César | Mathieu Gorgelin | Jonathan Bond,"Hernán Galíndez is a ECU football player who plays for Huracán as a goalkeeper (GK). Age: 38 Born: 1987. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 0, progressive_passes 0, progressive_receptions 0. Usage: matches_played 16, starts 16, minutes_played 1440, full_match_equivalents 16.0. Discipline: yellow_cards 0, red_cards 0."
Matías Gallardo,Matías Gallardo,1,Matías Gallardo,Matías Gallardo | Matías González | Matías Kranevitter | Matías García | Grant Ranos,"Matías Gallardo is a ARG football player who plays for Instituto as a forward, midfielder (FW,MF). Age: 21 Born: 2003. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 2, progressive_passes 2, progressive_receptions 4. Usage: matches_played 2, starts 0, minutes_played 17, full_match_equivalents 0.2. Discipline: yellow_cards 0, red_cards 0."
Rodrigo Gallo,Rodrigo Gallo,1,Rodrigo Gallo,Rodrigo Gallo | Rodrigo Sayavedra | Jonatan Goitía | Mariano Bracamonte | Pablo Monje,"Rodrigo Gallo is a ARG football player who plays for Deportivo Riestra as a defender (DF). Age: 24 Born: 2000. Attacking output: goals 0, assists 1, expected_goals 0.2, expected_assists 0.1, non_penalty_expected_goals 0.2, expected_goal_involvements 0.07. Progression: progressive_carries 0, progressive_passes 7, progressive_receptions 0. Usage: matches_played 6, starts 5, minutes_played 450, full_match_equivalents 5.0. Discipline: yellow_cards 2, red_cards 0."
Giuliano Galoppo,Giuliano Galoppo,1,Giuliano Galoppo,Giuliano Galoppo | Ian Subiabre | Gonzalo Nicolás Martínez | Germán Pezzella | Pablo Solari,"Giuliano Galoppo is a ARG football player who plays for River Plate as a midfielder (MF). Age: 26 Born: 1999. Attacking output: goals 1, assists 0, expected_goals 0.5, expected_assists 0.2, non_penalty_expected_goals 0.5, expected_goal_involvements 0.1. Progression: progressive_carries 4, progressive_passes 27, progressive_receptions 18. Usage: matches_played 10, starts 9, minutes_played 600, full_match_equivalents 6.7. Discipline: yellow_cards 2, red_cards 0."
Ignacio Galván,Ignacio Galván,1,Ignacio Galván,Ignacio Galván | Moisés Brandán | Rodrigo Iñaki Melo | Kevin Ortíz | Clever Ferreira,"Ignacio Galván is a ARG football player who plays for Atlé Tucumán as a defender (DF). Age: 22 Born: 2002. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.0, non_penalty_expected_goals 0.0, expected_goal_involvements 0.0. Progression: progressive_carries 3, progressive_passes 2, progressive_receptions 1. Usage: matches_played 2, starts 2, minutes_played 118, full_match_equivalents 1.3. Discipline: yellow_cards 0, red_cards 0."
Jonathan Galván,Jonathan Galván,1,Jonathan Galván,Jonathan Galván | Leonardo Marchi | Iván Gómez | Franco Alfonso | David Zalazar,"Jonathan Galván is a ARG football player who plays for Cen. Córdoba–SdE as a defender, midfielder (DF,MF). Age: 33 Born: 1992. Attacking output: goals 0, assists 1, expected_goals 0.2, expected_assists 0.4, non_penalty_expected_goals 0.2, expected_goal_involvements 0.06. Progression: progressive_carries 7, progressive_passes 35, progressive_receptions 5. Usage: matches_played 13, starts 13, minutes_played 1036, full_match_equivalents 11.5. Discipline: yellow_cards 4, red_cards 2."
Tomás Galván,Tomás Galván,1,Tomás Galván,Tomás Galván | Tomás Cavanagh | Ilias Akhomach | Matías Pellegrini | Leonel Roldán,"Tomás Galván is a ARG football player who plays for Vélez Sarsfield as a midfielder, forward (MF,FW). Age: 25 Born: 2000. Attacking output: goals 1, assists 0, expected_goals 0.6, expected_assists 0.2, non_penalty_expected_goals 0.6, expected_goal_involvements 0.12. Progression: progressive_carries 11, progressive_passes 26, progressive_receptions 32. Usage: matches_played 8, starts 7, minutes_played 584, full_match_equivalents 6.5. Discipline: yellow_cards 0, red_cards 0."
Ariel Gamarra,Ariel Gamarra,1,Ariel Gamarra,Ariel Gamarra | Mateo Gamarra | Juan Cardozo | Mateo Antoni | Gilberto Flores,"Ariel Gamarra is a PAR football player who plays for Arg Juniors as a defender, midfielder (DF,MF). Age: 22 Born: 2003. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.4, non_penalty_expected_goals 0.0, expected_goal_involvements 1.48. Progression: progressive_carries 1, progressive_passes 2, progressive_receptions 0. Usage: matches_played 4, starts 0, minutes_played 25, full_match_equivalents 0.3. Discipline: yellow_cards 0, red_cards 0."
Lucas Gamba,Lucas Gamba,1,Lucas Gamba,Lucas Gamba | Alexis Cuello | Osvaldo | André Ayew | Christian Nørgaard,"Lucas Gamba is a ARG football player who plays for Unión as a forward, midfielder (FW,MF). Age: 38 Born: 1987. Attacking output: goals 4, assists 2, expected_goals 4.3, expected_assists 1.3, non_penalty_expected_goals 4.3, expected_goal_involvements 0.48. Progression: progressive_carries 18, progressive_passes 36, progressive_receptions 131. Usage: matches_played 18, starts 11, minutes_played 1058, full_match_equivalents 11.8. Discipline: yellow_cards 2, red_cards 0."
Martín Garay,Martín Garay,1,Martín Garay,Martín Garay | Martín Ortega | Lautaro Escalante | Maxim Leitsch | Gustavo Mendonça,"Martín Garay is a ARG football player who plays for Tigre as a defender, midfielder (DF,MF). Age: 26 Born: 1999. Attacking output: goals 0, assists 0, expected_goals 0.1, expected_assists 1.5, non_penalty_expected_goals 0.1, expected_goal_involvements 0.2. Progression: progressive_carries 14, progressive_passes 23, progressive_receptions 26. Usage: matches_played 10, starts 7, minutes_played 674, full_match_equivalents 7.5. Discipline: yellow_cards 1, red_cards 0."
Nicolás Garayalde,Nicolás Garayalde,1,Nicolás Garayalde,Nicolás Garayalde | Emiliano Martínez | Gastón Suso | Nicolás Castro | Renzo Giampaoli,"Nicolás Garayalde is a ARG football player who plays for Gimnasia–LP as a midfielder (MF). Age: 25 Born: 1999. Attacking output: goals 1, assists 0, expected_goals 0.3, expected_assists 0.0, non_penalty_expected_goals 0.3, expected_goal_involvements 0.08. Progression: progressive_carries 1, progressive_passes 37, progressive_receptions 2. Usage: matches_played 10, starts 5, minutes_played 430, full_match_equivalents 4.8. Discipline: yellow_cards 3, red_cards 0."
Agustín García Basso,Agustín García Basso,1,Agustín García Basso,Agustín García Basso | Adrián Martínez | Germán Conti | Zaid Romero | Duván Vergara,"Agustín García Basso is a ARG football player who plays for Racing Club as a defender (DF). Age: 33 Born: 1992. Attacking output: goals 0, assists 0, expected_goals 0.0, expected_assists 0.2, non_penalty_expected_goals 0.0, expected_goal_involvements 0.04. Progression: progressive_carries 6, progressive_passes 31, progressive_receptions 6. Usage: matches_played 5, starts 5, minutes_played 442, full_match_equivalents 4.9. Discipline: yellow_cards 0, red_cards 0."
