Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
4953,Jansen Miller,USA,DF,Sporting KC,23,2002,20,19,1755,19.5,0,0,0,0,0,0,2,0,0.9,0.9,0.2,1.2,20,56,11,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
4954,Kamal Miller,CAN,DF,Portland Timbers,28,1997,17,16,1281,14.2,0,0,0,0,0,0,5,1,0.3,0.3,0.1,0.4,3,39,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02
4955,Peyton Miller,USA,"DF,FW",NE Revolution,18,2007,18,17,1384,15.4,1,1,2,1,0,0,1,0,1.6,1.6,2.0,3.6,28,39,118,0.07,0.07,0.13,0.07,0.13,0.1,0.13,0.24,0.1,0.24
4956,Georgi Minoungou,CIV,"FW,MF",Seattle Sounders,22,2002,13,4,433,4.8,0,2,2,0,0,0,0,0,0.8,0.8,2.1,3.0,37,14,89,0.0,0.42,0.42,0.0,0.42,0.18,0.44,0.62,0.18,0.62
4957,Aleksei Miranchuk,RUS,MF,Atlanta Utd,29,1995,23,22,1961,21.8,3,3,6,3,0,0,1,0,2.6,2.6,5.4,8.0,38,141,116,0.14,0.14,0.28,0.14,0.28,0.12,0.25,0.37,0.12,0.37
4958,Zane Monlouis,ENG,DF,Toronto FC,21,2003,10,6,514,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,23,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4959,Shaq Moore,USA,DF,FC Dallas,28,1996,22,20,1844,20.5,2,2,4,2,0,0,3,0,2.1,2.1,3.0,5.1,48,50,108,0.1,0.1,0.2,0.1,0.2,0.1,0.15,0.25,0.1,0.25
4960,Felipe Mora,CHI,FW,Portland Timbers,31,1993,22,15,1203,13.4,5,3,8,4,1,2,4,0,5.6,4.0,1.5,5.5,7,35,75,0.37,0.22,0.6,0.3,0.52,0.42,0.11,0.53,0.3,0.41
4961,Alfredo Morales,USA,MF,St. Louis,35,1990,15,8,710,7.9,0,0,0,0,0,0,3,1,0.1,0.1,1.0,1.1,2,38,4,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.14,0.01,0.14
4962,Efrain Morales,BOL,DF,Atlanta Utd,21,2004,5,5,405,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,7,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08
4963,Santi Morales,USA,"MF,DF",Inter Miami,18,2007,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4964,Maximiliano Moralez,ARG,MF,NYCFC,38,1987,23,23,1873,20.8,2,3,5,2,0,0,4,0,2.9,2.9,4.1,7.0,38,161,91,0.1,0.14,0.24,0.1,0.24,0.14,0.2,0.34,0.14,0.34
4965,Steven Moreira,CPV,DF,Columbus Crew,30,1994,20,19,1612,17.9,1,2,3,1,0,0,3,0,1.0,1.0,2.4,3.4,36,142,39,0.06,0.11,0.17,0.06,0.17,0.05,0.14,0.19,0.05,0.19
4966,Santiago Moreno,COL,"FW,MF",Portland Timbers,25,2000,21,19,1623,18.0,4,5,9,4,0,0,1,0,4.0,4.0,4.6,8.6,64,81,129,0.22,0.28,0.5,0.22,0.5,0.22,0.26,0.48,0.22,0.48
4967,Lewis Morgan,SCO,"MF,FW",NY Red Bulls,28,1996,3,2,148,1.6,0,0,0,0,0,0,0,0,0.5,0.5,0.7,1.2,6,4,15,0.0,0.0,0.0,0.0,0.0,0.33,0.41,0.75,0.33,0.75
4968,Jordan Morris,USA,FW,Seattle Sounders,30,1994,10,4,409,4.5,4,0,4,4,0,0,0,0,2.9,2.9,0.4,3.3,10,14,30,0.88,0.0,0.88,0.88,0.88,0.63,0.09,0.72,0.63,0.72
4969,Edwin Mosquera,COL,"FW,DF",Atlanta Utd,24,2001,10,0,156,1.7,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,14,11,27,0.58,0.0,0.58,0.58,0.58,0.23,0.04,0.26,0.23,0.26
4970,Cole Mrowka,USA,MF,Columbus Crew,19,2006,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.2,0.12,0.2
4971,Hany Mukhtar,GER,"MF,FW",Nashville SC,30,1995,24,24,2114,23.5,11,5,16,9,2,4,3,0,12.7,9.6,5.2,14.8,82,104,171,0.47,0.21,0.68,0.38,0.6,0.54,0.22,0.76,0.41,0.63
4972,Daniel Munie,USA,DF,SJ Earthquakes,25,2000,15,13,1181,13.1,1,1,2,1,0,0,3,0,1.1,1.1,0.2,1.3,6,33,2,0.08,0.08,0.15,0.08,0.15,0.09,0.01,0.1,0.09,0.1
4973,Santiago Muñóz,MEX,"FW,MF",Sporting KC,22,2002,10,2,310,3.4,3,1,4,2,1,1,0,0,2.2,1.4,0.6,2.0,4,7,20,0.87,0.29,1.16,0.58,0.87,0.63,0.17,0.8,0.4,0.57
4974,Luis Muriel,COL,FW,Orlando City,34,1991,24,19,1624,18.0,6,5,11,5,1,1,1,0,7.3,6.5,5.1,11.7,47,66,120,0.33,0.28,0.61,0.28,0.55,0.4,0.29,0.69,0.36,0.65
4975,Ian Murphy,USA,DF,Colorado Rapids,25,2000,13,9,823,9.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,21,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4976,Jacob Murrell,USA,"FW,MF",D.C. United,21,2004,19,7,787,8.7,1,1,2,1,0,0,1,0,1.7,1.7,0.2,2.0,9,12,39,0.11,0.11,0.23,0.11,0.23,0.2,0.02,0.22,0.2,0.22
4977,Petar Musa,CRO,FW,FC Dallas,27,1998,20,18,1565,17.4,11,5,16,10,1,2,5,0,9.2,7.6,3.2,10.9,15,67,92,0.63,0.29,0.92,0.58,0.86,0.53,0.19,0.72,0.44,0.62
4978,Daniel Musovski,USA,FW,Seattle Sounders,29,1995,20,11,1075,11.9,8,2,10,8,0,0,4,0,8.2,8.2,0.3,8.4,12,11,47,0.67,0.17,0.84,0.67,0.84,0.68,0.02,0.71,0.68,0.71
4979,Sebastiano Musu,ITA,FW,NYCFC,24,2000,1,0,14,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,0,2,0.0,0.0,0.0,0.0,0.0,1.32,0.8,2.12,1.32,2.12
4980,Alex Muyl,USA,"FW,MF",Nashville SC,29,1995,24,21,1708,19.0,1,3,4,1,0,0,4,0,3.4,3.2,1.9,5.0,37,39,100,0.05,0.16,0.21,0.05,0.21,0.18,0.1,0.28,0.17,0.27
4981,Tristan Muyumba,FRA,MF,Atlanta Utd,28,1997,14,10,768,8.5,1,0,1,1,0,0,1,0,0.8,0.8,1.6,2.4,4,41,6,0.12,0.0,0.12,0.12,0.12,0.09,0.19,0.28,0.09,0.28
4982,Darlington Nagbe,USA,MF,Columbus Crew,35,1990,23,23,1973,21.9,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.8,16,75,12,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
4983,Andy Najar,HON,DF,Nashville SC,32,1993,23,20,1804,20.0,1,7,8,1,0,0,1,0,0.5,0.5,3.4,3.8,51,141,76,0.05,0.35,0.4,0.05,0.4,0.02,0.17,0.19,0.02,0.19
4984,Matheus Nascimento,BRA,FW,LA Galaxy,21,2004,17,9,821,9.1,2,2,4,2,0,0,1,0,1.9,1.9,2.3,4.1,12,16,33,0.22,0.22,0.44,0.22,0.44,0.21,0.25,0.45,0.21,0.45
4985,Rafael Navarro,BRA,FW,Colorado Rapids,25,2000,21,20,1761,19.6,8,1,9,7,1,2,1,0,9.0,7.4,3.5,10.9,22,47,101,0.41,0.05,0.46,0.36,0.41,0.46,0.18,0.64,0.38,0.56
4986,Logan Ndenbe,BEL,DF,Sporting KC,25,2000,20,16,1416,15.7,1,0,1,1,0,0,2,0,0.8,0.8,0.7,1.6,60,68,123,0.06,0.0,0.06,0.06,0.06,0.05,0.05,0.1,0.05,0.1
4987,Jalen Neal,USA,DF,CF Montréal,21,2003,9,8,640,7.1,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,2,16,1,0.14,0.0,0.14,0.14,0.14,0.06,0.0,0.06,0.06,0.06
4988,Dylan Nealis,USA,DF,NY Red Bulls,26,1998,9,7,608,6.8,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,13,16,52,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1
4989,Sean Nealis,USA,DF,NY Red Bulls,28,1997,19,17,1528,17.0,0,0,0,0,0,0,5,0,0.3,0.3,0.3,0.6,10,51,3,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
4990,Jack Neeley,USA,DF,Charlotte,20,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4991,Franco Negri,ARG,DF,San Diego FC,30,1995,11,7,483,5.4,1,0,1,1,0,0,4,0,0.1,0.1,0.7,0.8,8,33,23,0.19,0.0,0.19,0.19,0.19,0.02,0.12,0.14,0.02,0.14
4992,Jayden Nelson,CAN,FW,Vancouver W'caps,22,2002,14,10,795,8.8,2,4,6,2,0,0,4,1,1.9,1.9,2.8,4.7,36,24,86,0.23,0.45,0.68,0.23,0.68,0.22,0.32,0.54,0.22,0.54
4993,John Nelson,USA,DF,LA Galaxy,27,1998,21,15,1290,14.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.6,22,52,58,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
4994,Jean-Claude Ngando,CMR,"MF,FW",Vancouver W'caps,25,1999,20,11,1089,12.1,1,3,4,1,0,0,1,0,0.9,0.9,2.0,3.0,32,73,67,0.08,0.25,0.33,0.08,0.33,0.08,0.17,0.24,0.08,0.24
4995,Serge Ngoma,USA,"FW,MF",NY Red Bulls,20,2005,11,4,414,4.6,1,0,1,1,0,0,4,0,0.4,0.4,0.5,0.9,6,9,25,0.22,0.0,0.22,0.22,0.22,0.09,0.1,0.19,0.09,0.19
4996,Joakim Nilsson,SWE,"DF,MF",St. Louis,31,1994,6,2,133,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,8,0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28
4997,Nolan Norris,USA,"DF,MF",FC Dallas,20,2005,9,8,614,6.8,0,1,1,0,0,0,2,0,0.6,0.6,1.2,1.8,7,23,11,0.0,0.15,0.15,0.0,0.15,0.09,0.18,0.27,0.09,0.27
4998,Tsiki Ntsabeleng,RSA,MF,FC Dallas,27,1998,13,1,337,3.7,0,1,1,0,0,0,1,0,0.4,0.4,0.6,1.0,4,15,6,0.0,0.27,0.27,0.0,0.27,0.11,0.15,0.27,0.11,0.27
4999,Obinna Nwobodo,NGA,MF,FC Cincinnati,28,1996,13,10,822,9.1,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,3,44,8,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
5000,Aiden O'Neill,AUS,MF,NYCFC,27,1998,10,9,765,8.5,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.5,13,36,4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
5001,Kevin O'Toole,USA,DF,NYCFC,26,1998,15,12,1063,11.8,1,0,1,1,0,0,3,1,0.5,0.5,0.5,0.9,18,71,50,0.08,0.0,0.08,0.08,0.08,0.04,0.04,0.08,0.04,0.08
5002,Allen Obando,ECU,FW,Inter Miami,19,2006,6,1,157,1.7,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,0,4,4,0.57,0.0,0.57,0.57,0.57,0.36,0.0,0.36,0.36,0.36
5003,Jáder Obrian,COL,"MF,FW",Austin,30,1995,21,5,535,5.9,0,0,0,0,0,0,4,0,1.2,1.2,0.3,1.5,11,18,37,0.0,0.0,0.0,0.0,0.0,0.21,0.05,0.26,0.21,0.26
5004,Édier Ocampo,COL,"DF,FW",Vancouver W'caps,21,2003,20,16,1432,15.9,1,0,1,1,0,0,5,0,1.9,1.9,1.0,2.9,68,47,164,0.06,0.0,0.06,0.06,0.06,0.12,0.06,0.18,0.12,0.18
5005,David Ochoa,USA,GK,LAFC,24,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5006,Agustin Ojeda,ARG,FW,NYCFC,21,2004,23,10,945,10.5,0,1,1,0,0,0,0,0,0.9,0.9,1.4,2.3,48,36,100,0.0,0.1,0.1,0.0,0.1,0.09,0.13,0.22,0.09,0.22
5007,Braian Ojeda,PAR,MF,Real Salt Lake,25,2000,20,18,1469,16.3,0,0,0,0,0,0,5,0,1.3,1.3,0.6,1.9,21,85,17,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.12,0.08,0.12
5008,Martín Ojeda,ARG,"MF,FW",Orlando City,26,1998,24,21,1870,20.8,12,7,19,10,2,2,0,0,8.8,7.2,6.3,13.5,47,117,152,0.58,0.34,0.91,0.48,0.82,0.42,0.3,0.73,0.35,0.65
5009,Salvador Olivas,USA,FW,Philadelphia Union,19,2006,2,0,46,0.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,1,0,5,0.0,0.0,0.0,0.0,0.0,0.65,0.04,0.69,0.65,0.69
5010,Toyosi Olusanya,ENG,"FW,MF",Houston Dynamo,27,1997,4,0,40,0.4,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,3,0.0,2.25,2.25,0.0,2.25,0.05,0.2,0.26,0.05,0.26
5011,Tani Oluwaseyi,CAN,FW,Minnesota Utd,25,2000,20,18,1559,17.3,9,7,16,9,0,0,5,0,8.4,8.4,4.1,12.6,30,20,75,0.52,0.4,0.92,0.52,0.92,0.49,0.24,0.72,0.49,0.72
5012,Wyatt Omsberg,USA,DF,NE Revolution,29,1995,7,3,297,3.3,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,0,7,0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19
5013,Kwadwo Opoku,GHA,"FW,MF",CF Montréal,24,2001,7,2,178,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,7,2,10,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
5014,Nathan Ordaz,SLV,FW,LAFC,21,2004,20,12,1031,11.5,5,3,8,5,0,0,1,0,4.5,4.5,1.6,6.0,26,28,69,0.44,0.26,0.7,0.44,0.7,0.39,0.14,0.53,0.39,0.53
5015,Sergio Oregel,USA,MF,Chicago Fire,20,2005,20,20,1586,17.6,0,0,0,0,0,0,6,0,0.8,0.8,2.0,2.8,11,98,29,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.16,0.05,0.16
5016,Luca Orellano,ARG,"DF,FW",FC Cincinnati,25,2000,20,17,1494,16.6,2,5,7,2,0,0,3,0,2.5,2.5,2.5,5.0,90,76,134,0.12,0.3,0.42,0.12,0.42,0.15,0.15,0.3,0.15,0.3
5017,Jaziel Orozco,USA,DF,St. Louis,21,2004,3,3,269,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,5,13,8,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.08,0.07,0.08
5018,Pablo Ortiz,COL,DF,Houston Dynamo,25,2000,13,11,961,10.7,1,0,1,1,0,0,4,0,0.2,0.2,0.1,0.3,1,17,0,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.02,0.02,0.02
5019,Prince Osei Owusu,GER,FW,CF Montréal,28,1997,24,22,1961,21.8,10,2,12,8,2,2,2,0,10.6,9.0,3.1,12.1,36,40,122,0.46,0.09,0.55,0.37,0.46,0.48,0.14,0.63,0.41,0.56
5020,Harold Osorio,SLV,MF,Chicago Fire,21,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5021,Jonathan Osorio,CAN,MF,Toronto FC,33,1992,14,11,1076,12.0,2,0,2,2,0,0,1,0,1.5,1.5,0.5,2.0,12,52,28,0.17,0.0,0.17,0.17,0.17,0.13,0.04,0.17,0.13,0.17
5022,Tomáš Ostrák,CZE,MF,St. Louis,25,2000,15,8,655,7.3,0,1,1,0,0,0,2,0,0.8,0.8,0.6,1.4,18,38,24,0.0,0.14,0.14,0.0,0.14,0.1,0.08,0.19,0.1,0.19
5023,Javier Otero,VEN,GK,Orlando City,22,2002,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5024,Devin Padelford,USA,DF,Minnesota Utd,22,2003,4,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5025,Maarten Paes,IDN,GK,FC Dallas,27,1998,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5026,Joseph Paintsil,GHA,FW,LA Galaxy,27,1998,17,15,1346,15.0,4,1,5,2,2,2,3,0,5.1,3.6,1.3,4.9,68,35,178,0.27,0.07,0.33,0.13,0.2,0.34,0.09,0.43,0.24,0.33
5027,Nelson Palacio,COL,MF,Real Salt Lake,24,2001,10,6,589,6.5,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,30,3,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
5028,Jeison Palacios,COL,DF,Nashville SC,31,1994,15,14,1213,13.5,1,0,1,1,0,0,1,0,0.8,0.8,1.3,2.1,6,37,1,0.07,0.0,0.07,0.07,0.07,0.06,0.1,0.15,0.06,0.15
5029,Sergi Palencia,ESP,"DF,MF",LAFC,29,1996,21,20,1735,19.3,1,0,1,1,0,0,5,0,0.5,0.5,1.5,2.0,48,105,110,0.05,0.0,0.05,0.05,0.05,0.03,0.08,0.1,0.03,0.1
5030,James Pantemis,CAN,GK,Portland Timbers,28,1997,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5031,Cristhian Paredes,PAR,MF,Portland Timbers,27,1998,19,3,536,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,2,41,15,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1
5032,Isaiah Parente,USA,MF,LA Galaxy,25,2000,19,7,872,9.7,0,0,0,0,0,0,4,0,0.2,0.2,0.2,0.4,11,61,12,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
5033,Tim Parker,USA,DF,NY Red Bulls,32,1993,6,4,324,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,15,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
5034,Keaton Parks,USA,MF,NYCFC,27,1997,14,10,880,9.8,1,2,3,1,0,0,3,0,1.5,1.5,1.2,2.7,15,65,24,0.1,0.2,0.31,0.1,0.31,0.16,0.12,0.28,0.16,0.28
5035,Marco Pašalić,CRO,"MF,FW",Orlando City,24,2000,24,24,1892,21.0,10,4,14,10,0,0,3,0,5.4,5.4,4.1,9.6,75,103,147,0.48,0.19,0.67,0.48,0.67,0.26,0.2,0.45,0.26,0.45
5036,João Paulo Mior,BRA,MF,Seattle Sounders,34,1991,8,4,362,4.0,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.3,4,23,1,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08
5037,Tom Pearce,ENG,"MF,DF",CF Montréal,27,1998,19,9,893,9.9,0,1,1,0,0,0,2,0,1.2,1.2,1.8,3.0,32,20,100,0.0,0.1,0.1,0.0,0.1,0.12,0.18,0.3,0.12,0.3
5038,Tyson Pearce,USA,"MF,DF",St. Louis,17,2007,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5039,Pedrinho,BRA,"FW,MF",FC Dallas,22,2003,17,9,809,9.0,2,3,5,2,0,0,2,0,2.0,2.0,2.1,4.1,21,44,46,0.22,0.33,0.56,0.22,0.56,0.22,0.23,0.45,0.22,0.45
5040,Peglow,BRA,"FW,MF",D.C. United,23,2002,16,15,1181,13.1,2,3,5,2,0,0,2,0,1.7,1.7,2.0,3.8,30,61,92,0.15,0.23,0.38,0.15,0.38,0.13,0.16,0.29,0.13,0.29
5041,Amahl Pellegrino,NOR,"MF,FW",SJ Earthquakes,35,1990,13,5,488,5.4,1,1,2,1,0,0,0,0,3.3,3.3,1.7,5.0,11,22,38,0.18,0.18,0.37,0.18,0.37,0.61,0.31,0.92,0.61,0.92
5042,Matti Peltola,FIN,"MF,DF",D.C. United,23,2002,17,8,816,9.1,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.5,3,32,8,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
5043,Andrés Perea,USA,"MF,FW",NYCFC,24,2000,14,10,827,9.2,1,1,2,1,0,0,2,0,1.7,1.7,1.0,2.7,15,45,37,0.11,0.11,0.22,0.11,0.22,0.19,0.11,0.3,0.19,0.3
5044,Daniel Pereira,VEN,MF,Austin,25,2000,17,15,1322,14.7,1,1,2,1,0,0,5,0,0.9,0.9,2.1,3.0,18,88,29,0.07,0.07,0.14,0.07,0.14,0.06,0.14,0.2,0.06,0.2
5045,Joaquín Pereyra,ARG,MF,Minnesota Utd,26,1998,24,21,1805,20.1,2,6,8,2,0,0,6,0,2.6,2.6,6.1,8.7,51,114,85,0.1,0.3,0.4,0.1,0.4,0.13,0.3,0.43,0.13,0.43
5046,Jonathan Perez,MEX,"FW,MF",Nashville SC,22,2003,16,6,592,6.6,1,2,3,1,0,0,5,1,1.3,1.3,1.0,2.2,20,25,44,0.15,0.3,0.46,0.15,0.46,0.19,0.15,0.34,0.19,0.34
5047,Luca Petrasso,CAN,DF,CF Montréal,25,2000,24,23,1952,21.7,1,2,3,1,0,0,3,0,0.4,0.4,2.9,3.3,44,85,78,0.05,0.09,0.14,0.05,0.14,0.02,0.13,0.15,0.02,0.15
5048,Raoul Petretta,ITA,DF,Toronto FC,28,1997,17,16,1269,14.1,0,0,0,0,0,0,4,0,0.2,0.2,0.6,0.8,20,49,20,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06
5049,Fafà Picault,HAI,"FW,MF",Inter Miami,34,1991,14,4,435,4.8,4,0,4,4,0,0,0,0,2.3,2.3,0.8,3.1,10,8,49,0.83,0.0,0.83,0.83,0.83,0.48,0.16,0.64,0.48,0.64
5050,Nelson Pierre,HAI,FW,Vancouver W'caps,20,2005,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5051,Samuel Piette,CAN,MF,CF Montréal,30,1994,21,18,1390,15.4,0,0,0,0,0,0,3,0,0.0,0.0,0.4,0.4,3,62,8,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.03
5052,Ian Pilcher,USA,DF,San Diego FC,22,2003,11,6,652,7.2,1,1,2,1,0,0,2,0,0.1,0.1,0.1,0.1,5,36,1,0.14,0.14,0.28,0.14,0.28,0.01,0.01,0.02,0.01,0.02
5053,Mauricio Pineda,USA,MF,Chicago Fire,27,1997,22,17,1391,15.5,0,1,1,0,0,0,7,0,0.5,0.5,0.7,1.2,5,44,18,0.0,0.06,0.06,0.0,0.06,0.03,0.04,0.08,0.03,0.08
5054,Ariath Piol,AUS,"FW,MF",Real Salt Lake,20,2004,18,10,738,8.2,1,1,2,1,0,0,0,1,1.1,1.1,0.3,1.4,4,10,44,0.12,0.12,0.24,0.12,0.24,0.13,0.04,0.17,0.13,0.17
5055,Gabriel Pirani,BRA,"MF,FW",D.C. United,23,2002,18,13,1152,12.8,4,2,6,4,0,0,2,0,3.0,3.0,2.0,5.0,34,71,59,0.31,0.16,0.47,0.31,0.47,0.23,0.16,0.39,0.23,0.39
5056,Matt Polster,USA,MF,NE Revolution,32,1993,19,19,1693,18.8,1,1,2,1,0,0,5,0,0.6,0.6,0.2,0.9,12,88,23,0.05,0.05,0.11,0.05,0.11,0.03,0.01,0.05,0.03,0.05
5057,Célio Pompeu,BRA,"FW,MF",St. Louis,25,1999,18,11,1044,11.6,1,2,3,1,0,0,2,0,0.6,0.6,2.1,2.7,54,25,94,0.09,0.17,0.26,0.09,0.26,0.05,0.18,0.23,0.05,0.23
5058,Paxton Pomykal,USA,MF,FC Dallas,25,1999,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.41
5059,Ezequiel Ponce,ARG,FW,Houston Dynamo,28,1997,22,22,1835,20.4,7,1,8,6,1,1,5,0,8.8,8.0,1.4,9.4,11,22,84,0.34,0.05,0.39,0.29,0.34,0.43,0.07,0.5,0.39,0.46
5060,Alvas Powell,JAM,DF,FC Cincinnati,31,1994,16,5,520,5.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,16,24,9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03
5061,Ralph Priso-Mbongue,CAN,MF,Vancouver W'caps,22,2002,19,10,902,10.0,0,2,2,0,0,0,5,0,0.1,0.1,1.1,1.2,10,65,5,0.0,0.2,0.2,0.0,0.2,0.01,0.11,0.12,0.01,0.12
5062,Andrew Privett,USA,DF,Charlotte,24,2000,20,18,1625,18.1,1,0,1,1,0,0,1,1,0.5,0.5,0.1,0.6,2,42,3,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.03,0.03,0.03
5063,John Pulskamp,USA,GK,Sporting KC,24,2001,23,23,2070,23.0,0,2,2,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.09,0.09,0.0,0.09,0.0,0.01,0.01,0.0,0.01
5064,Ahmed Qasem,SWE,"FW,MF",Nashville SC,22,2003,23,12,1050,11.7,2,1,3,2,0,0,1,0,1.6,1.6,2.0,3.7,37,25,78,0.17,0.09,0.26,0.17,0.26,0.14,0.17,0.31,0.14,0.31
5065,Philip Quinton,USA,DF,Real Salt Lake,25,1999,13,8,717,8.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,3,20,5,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
5066,Nemanja Radoja,SRB,MF,Sporting KC,32,1993,13,9,805,8.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,6,65,15,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02
