Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
4839,Ousman jabang,USA,DF,CF Montréal,24,2001,1,1,88,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4840,Aziel Jackson,USA,"FW,MF",Columbus Crew,23,2001,18,7,733,8.1,2,1,3,2,0,0,0,0,2.5,2.5,0.3,2.7,21,50,57,0.25,0.12,0.37,0.25,0.37,0.31,0.03,0.34,0.31,0.34
4841,Ian James,USA,DF,Sporting KC,17,2008,3,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4842,Robin Jansson,SWE,DF,Orlando City,33,1991,21,21,1876,20.8,1,0,1,1,0,0,4,0,1.0,1.0,0.1,1.1,0,32,2,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05
4843,Danley Jean-Jacques,HAI,MF,Philadelphia Union,25,2000,21,18,1623,18.0,2,3,5,2,0,0,4,0,2.4,2.4,1.8,4.2,22,84,25,0.11,0.17,0.28,0.11,0.28,0.13,0.1,0.23,0.13,0.23
4844,Julio Joao Ortíz,ECU,MF,Portland Timbers,29,1996,16,13,863,9.6,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,7,36,14,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
4845,Sean Johnson,USA,GK,Toronto FC,36,1989,23,23,2070,23.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4846,Tate Johnson,USA,DF,Vancouver W'caps,20,2005,19,14,1345,14.9,1,1,2,1,0,0,3,0,0.5,0.5,0.6,1.0,18,63,51,0.07,0.07,0.13,0.07,0.13,0.03,0.04,0.07,0.03,0.07
4847,DeJuan Jones,USA,DF,Columbus Crew,28,1997,5,3,245,2.7,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.3,9,13,25,0.0,0.37,0.37,0.0,0.37,0.01,0.09,0.1,0.01,0.1
4848,DeJuan Jones,USA,"DF,MF",SJ Earthquakes,28,1997,10,8,722,8.0,1,4,5,1,0,0,3,1,0.2,0.2,1.4,1.6,23,36,59,0.12,0.5,0.62,0.12,0.62,0.03,0.18,0.2,0.03,0.2
4849,Derrick Jones,USA,MF,Columbus Crew,28,1997,3,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33
4850,Kim Joonhong,KOR,GK,D.C. United,22,2003,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4851,Dejan Joveljić,SRB,FW,Sporting KC,25,1999,21,20,1773,19.7,13,2,15,9,4,5,2,0,8.9,5.0,1.2,6.2,19,29,79,0.66,0.1,0.76,0.46,0.56,0.45,0.06,0.51,0.25,0.31
4852,Mykhi Joyner,USA,"MF,FW",St. Louis,18,2006,5,0,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16
4853,Preston Judd,USA,"FW,MF",SJ Earthquakes,26,1999,20,6,689,7.7,4,2,6,4,0,0,2,0,3.9,3.9,1.9,5.8,17,7,52,0.52,0.26,0.78,0.52,0.78,0.51,0.25,0.76,0.51,0.76
4854,Anderson Julio,ECU,"FW,MF",FC Dallas,29,1996,15,14,1141,12.7,4,1,5,4,0,0,2,0,3.8,3.8,1.2,5.0,34,16,86,0.32,0.08,0.39,0.32,0.39,0.3,0.09,0.4,0.3,0.4
4855,Sam Junqua,USA,DF,Real Salt Lake,28,1996,22,12,1324,14.7,1,0,1,1,0,0,0,0,0.5,0.5,0.9,1.4,32,47,46,0.07,0.0,0.07,0.07,0.07,0.04,0.06,0.1,0.04,0.1
4856,Mathias Jørgensen,DEN,DF,LA Galaxy,35,1990,13,12,1013,11.3,0,1,1,0,0,0,2,1,0.5,0.5,0.3,0.8,6,37,3,0.0,0.09,0.09,0.0,0.09,0.04,0.02,0.07,0.04,0.07
4857,Kristijan Kahlina,CRO,GK,Charlotte,32,1992,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4858,Kaick,BRA,MF,FC Dallas,19,2005,16,11,937,10.4,1,0,1,1,0,0,5,1,0.3,0.3,0.8,1.1,8,43,17,0.1,0.0,0.1,0.1,0.1,0.02,0.08,0.1,0.02,0.1
4859,Kei Kamara,SLE,FW,FC Cincinnati,40,1984,12,5,508,5.6,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.0,12,5,23,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.18,0.11,0.18
4860,Bernard Kamungo,USA,"FW,MF",FC Dallas,23,2002,18,6,687,7.6,1,0,1,1,0,0,2,0,2.1,2.1,0.5,2.6,21,10,57,0.13,0.0,0.13,0.13,0.13,0.27,0.07,0.35,0.27,0.35
4861,Bibi Karamoko,USA,FW,D.C. United,19,2005,1,0,20,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11
4862,Alexandros Katranis,GRE,DF,Real Salt Lake,27,1998,21,17,1331,14.8,0,3,3,0,0,0,6,0,1.3,1.3,2.7,4.0,27,61,84,0.0,0.2,0.2,0.0,0.2,0.09,0.18,0.27,0.09,0.27
4863,Mark-Anthony Kaye,CAN,MF,SJ Earthquakes,30,1994,22,6,727,8.1,1,2,3,1,0,0,3,0,1.0,1.0,0.5,1.5,9,41,18,0.12,0.25,0.37,0.12,0.37,0.13,0.06,0.18,0.13,0.18
4864,Kim Kee-hee,KOR,DF,Seattle Sounders,36,1989,11,7,737,8.2,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,1,20,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
4865,Kevin Kelsy,VEN,FW,Portland Timbers,20,2004,22,11,1075,11.9,5,0,5,5,0,0,2,0,3.2,3.2,0.2,3.4,8,18,47,0.42,0.0,0.42,0.42,0.42,0.26,0.02,0.28,0.26,0.28
4866,Ryan Kent,ENG,"FW,MF",Seattle Sounders,28,1996,14,5,533,5.9,0,3,3,0,0,0,0,0,0.2,0.2,1.8,1.9,25,30,72,0.0,0.51,0.51,0.0,0.51,0.03,0.3,0.33,0.03,0.33
4867,Deandre Kerr,CAN,FW,Toronto FC,22,2002,11,3,445,4.9,2,0,2,2,0,0,0,0,0.5,0.5,0.2,0.8,5,4,18,0.4,0.0,0.4,0.4,0.4,0.11,0.05,0.15,0.11,0.15
4868,Henry Kessler,USA,DF,St. Louis,27,1998,11,9,868,9.6,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,0,11,0,0.0,0.1,0.1,0.0,0.1,0.02,0.04,0.05,0.02,0.05
4869,Hosei Kijima,JPN,"MF,FW",D.C. United,23,2002,24,18,1414,15.7,2,0,2,2,0,0,0,0,0.6,0.6,1.2,1.8,23,52,53,0.13,0.0,0.13,0.13,0.13,0.04,0.07,0.12,0.04,0.12
4870,Benjamin Kikanovic,USA,"DF,MF",SJ Earthquakes,25,2000,5,2,139,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,4,17,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
4871,Klauss,BRA,FW,St. Louis,28,1997,22,18,1504,16.7,7,0,7,7,0,0,3,0,6.5,6.5,1.9,8.5,15,46,72,0.42,0.0,0.42,0.42,0.42,0.39,0.12,0.51,0.39,0.51
4872,Eric Klein,USA,MF,NE Revolution,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4873,Mateusz Klich,POL,MF,Atlanta Utd,35,1990,16,9,795,8.8,0,1,1,0,0,0,4,0,0.3,0.3,1.1,1.4,7,51,29,0.0,0.11,0.11,0.0,0.11,0.03,0.13,0.16,0.03,0.16
4874,Žan Kolmanič,SVN,"DF,MF",Austin,25,2000,16,4,489,5.4,1,1,2,1,0,0,0,0,0.2,0.2,1.9,2.1,12,16,35,0.18,0.18,0.37,0.18,0.37,0.03,0.35,0.38,0.03,0.38
4875,Rominigue Kouamé,MLI,MF,Chicago Fire,28,1996,13,4,414,4.6,2,0,2,2,0,0,1,0,1.0,1.0,0.0,1.1,15,25,8,0.43,0.0,0.43,0.43,0.43,0.22,0.01,0.23,0.22,0.23
4876,Sebastian Kowalczyk,POL,"FW,MF",Houston Dynamo,26,1998,22,14,1325,14.7,1,1,2,1,0,0,3,0,1.2,1.2,0.9,2.2,34,50,118,0.07,0.07,0.14,0.07,0.14,0.08,0.06,0.15,0.08,0.15
4877,Damir Kreilach,CRO,"FW,MF",Vancouver W'caps,36,1989,4,0,23,0.3,1,0,1,0,1,1,0,0,0.8,0.0,0.0,0.0,0,4,3,3.91,0.0,3.91,0.0,0.0,3.09,0.0,3.09,0.0,0.0
4878,Theodore Ku-Dipietro,USA,"FW,MF",Colorado Rapids,23,2002,15,9,780,8.7,1,2,3,1,0,0,1,0,2.0,2.0,0.9,2.9,29,36,51,0.12,0.23,0.35,0.12,0.35,0.23,0.1,0.33,0.23,0.33
4879,Yuya Kubo,JPN,"MF,FW",FC Cincinnati,31,1993,10,7,583,6.5,1,0,1,1,0,0,1,0,1.2,1.2,0.3,1.5,22,23,43,0.15,0.0,0.15,0.15,0.15,0.18,0.04,0.23,0.18,0.23
4880,Willy Kumado,GHA,DF,San Diego FC,22,2002,14,7,670,7.4,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,18,16,53,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
4881,Luca de la Torre,USA,MF,San Diego FC,27,1998,20,19,1578,17.5,4,1,5,4,0,0,3,0,1.8,1.8,1.3,3.1,53,102,93,0.23,0.06,0.29,0.23,0.29,0.1,0.07,0.17,0.1,0.17
4882,Mathías Laborda,URU,DF,Vancouver W'caps,25,1999,17,14,1276,14.2,2,0,2,2,0,0,3,0,2.8,2.8,1.0,3.8,20,85,50,0.14,0.0,0.14,0.14,0.14,0.2,0.07,0.27,0.2,0.27
4883,Luca Langoni,ARG,"FW,MF",NE Revolution,23,2002,16,10,868,9.6,1,1,2,1,0,0,2,0,1.9,1.9,1.2,3.1,35,25,73,0.1,0.1,0.21,0.1,0.21,0.19,0.13,0.32,0.19,0.32
4884,Lassi Lappalainen,FIN,"DF,MF",Columbus Crew,26,1998,10,3,235,2.6,1,2,3,1,0,0,0,0,0.5,0.5,0.8,1.3,9,13,33,0.38,0.77,1.15,0.38,1.15,0.19,0.3,0.49,0.19,0.49
4885,Oliver Larraz,USA,MF,Colorado Rapids,23,2001,23,20,1634,18.2,0,2,2,0,0,0,3,0,1.0,1.0,2.2,3.2,14,67,51,0.0,0.11,0.11,0.0,0.11,0.05,0.12,0.18,0.05,0.18
4886,Richie Laryea,CAN,"DF,MF",Toronto FC,30,1995,7,5,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,8,5,12,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
4887,Ariel Lassiter,CRC,"FW,MF",Portland Timbers,30,1994,13,3,318,3.5,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,20,9,38,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.15,0.06,0.15
4888,Emmanuel Latte Lath,CIV,FW,Atlanta Utd,26,1999,22,20,1709,19.0,7,1,8,6,1,1,7,0,8.3,7.5,1.2,8.7,23,21,88,0.37,0.05,0.42,0.32,0.37,0.44,0.06,0.5,0.4,0.46
4889,Randall Leal,CRC,"MF,FW",D.C. United,28,1997,13,2,398,4.4,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,5,34,19,0.0,0.23,0.23,0.0,0.23,0.12,0.09,0.21,0.12,0.21
4890,Tim Leibold,GER,DF,Sporting KC,31,1993,13,6,519,5.8,1,1,2,1,0,0,5,0,0.5,0.5,0.6,1.1,12,23,26,0.17,0.17,0.35,0.17,0.35,0.08,0.11,0.19,0.08,0.19
4891,Brooks Lennon,USA,DF,Atlanta Utd,27,1997,17,15,1290,14.3,1,2,3,1,0,0,1,0,0.9,0.9,2.5,3.4,35,44,104,0.07,0.14,0.21,0.07,0.21,0.06,0.18,0.24,0.06,0.24
4892,Tucker Lepley,USA,MF,LA Galaxy,23,2002,9,4,392,4.4,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,7,12,28,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.11,0.1,0.11
4893,Beau Leroux,USA,MF,SJ Earthquakes,21,2003,24,20,1688,18.8,4,3,7,4,0,0,3,0,3.4,3.4,1.9,5.3,22,114,52,0.21,0.16,0.37,0.21,0.37,0.18,0.1,0.28,0.18,0.28
4894,Danny Leyva,USA,"MF,FW",Seattle Sounders,22,2003,9,3,362,4.0,0,0,0,0,0,0,2,0,0.2,0.2,0.7,0.9,6,28,20,0.0,0.0,0.0,0.0,0.0,0.05,0.17,0.22,0.05,0.22
4895,Nick Lima,USA,"MF,DF",SJ Earthquakes,30,1994,10,4,438,4.9,0,0,0,0,0,0,1,0,0.2,0.2,1.5,1.7,5,14,28,0.0,0.0,0.0,0.0,0.0,0.04,0.3,0.34,0.04,0.34
4896,Ondřej Lingr,CZE,"FW,MF",Houston Dynamo,26,1998,16,12,1034,11.5,3,1,4,3,0,0,4,0,2.6,2.6,1.4,4.0,14,30,77,0.26,0.09,0.35,0.26,0.35,0.23,0.12,0.35,0.23,0.35
4897,Sebastian Lletget,USA,MF,FC Dallas,32,1992,13,13,971,10.8,1,1,2,1,0,0,1,0,1.3,1.3,0.9,2.2,8,44,26,0.09,0.09,0.19,0.09,0.19,0.12,0.09,0.21,0.12,0.21
4898,Hugo Lloris,FRA,GK,LAFC,38,1986,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4899,Saba Lobzhanidze,GEO,"FW,DF",Atlanta Utd,30,1994,23,17,1447,16.1,0,5,5,0,0,0,0,0,2.7,2.7,4.0,6.7,58,28,160,0.0,0.31,0.31,0.0,0.31,0.17,0.25,0.42,0.17,0.42
4900,Robin Lod,FIN,MF,Minnesota Utd,32,1993,23,20,1741,19.3,3,2,5,2,1,1,3,0,1.8,1.0,4.4,5.4,15,73,55,0.16,0.1,0.26,0.1,0.21,0.09,0.23,0.32,0.05,0.28
4901,Nicolás Lodeiro,URU,"FW,MF",Houston Dynamo,36,1989,16,6,580,6.4,1,1,2,1,0,0,0,0,0.3,0.3,1.5,1.8,16,47,49,0.16,0.16,0.31,0.16,0.31,0.04,0.23,0.27,0.04,0.27
4902,Jasper Löffelsend,GER,DF,San Diego FC,27,1997,13,7,600,6.7,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,21,29,45,0.0,0.15,0.15,0.0,0.15,0.03,0.16,0.19,0.03,0.19
4903,Aaron Long,USA,DF,LAFC,32,1992,15,15,1271,14.1,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,6,57,2,0.07,0.0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07
4904,Kevin Long,IRL,DF,Toronto FC,34,1990,18,17,1452,16.1,0,0,0,0,0,0,5,0,0.5,0.5,0.0,0.5,0,23,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
4905,Matthew Longstaff,ENG,"MF,FW",Toronto FC,25,2000,16,10,845,9.4,0,1,1,0,0,0,3,0,0.3,0.3,0.6,0.9,8,35,27,0.0,0.11,0.11,0.0,0.11,0.04,0.06,0.1,0.04,0.1
4906,Hernán López Muñoz,ARG,"MF,FW",SJ Earthquakes,24,2000,5,4,252,2.8,0,0,0,0,0,0,2,1,0.3,0.3,0.4,0.7,10,10,17,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.27,0.12,0.27
4907,Victor Loturi,CAN,MF,CF Montréal,24,2001,24,17,1606,17.8,2,0,2,2,0,0,4,0,1.6,1.6,0.8,2.4,15,90,38,0.11,0.0,0.11,0.11,0.11,0.09,0.04,0.13,0.09,0.13
4908,Daniel Lovitz,USA,DF,Nashville SC,33,1991,24,24,2158,24.0,2,4,6,2,0,0,3,0,0.4,0.4,1.9,2.3,57,90,65,0.08,0.17,0.25,0.08,0.25,0.02,0.08,0.1,0.02,0.09
4909,Eduard Löwen,GER,MF,St. Louis,28,1997,9,6,526,5.8,2,1,3,1,1,1,3,1,1.4,0.6,1.8,2.4,11,40,7,0.34,0.17,0.51,0.17,0.34,0.23,0.31,0.54,0.1,0.4
4910,Hirving Lozano,MEX,FW,San Diego FC,29,1995,19,14,1234,13.7,6,6,12,4,2,2,4,0,8.2,6.6,3.0,9.6,58,54,160,0.44,0.44,0.88,0.29,0.73,0.6,0.22,0.82,0.48,0.7
4911,Gonzalo Luján,ARG,DF,Inter Miami,24,2001,16,13,1131,12.6,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,10,46,8,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02
4912,Jovan Lukić,SRB,MF,Philadelphia Union,23,2002,23,22,1894,21.0,2,1,3,2,0,0,7,1,1.6,1.6,1.1,2.7,28,119,23,0.1,0.05,0.14,0.1,0.14,0.08,0.05,0.13,0.08,0.13
4913,Diego Luna,USA,"MF,FW",Real Salt Lake,21,2003,19,19,1604,17.8,8,2,10,6,2,2,5,1,5.2,3.8,2.3,6.1,52,98,112,0.45,0.11,0.56,0.34,0.45,0.29,0.13,0.42,0.21,0.34
4914,Benjamin Lundt,GER,GK,St. Louis,29,1995,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4915,Liam MacKenzie,CAN,FW,Vancouver W'caps,18,2007,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4916,Lukas MacNaughton,CAN,DF,D.C. United,30,1995,6,5,408,4.5,1,0,1,1,0,0,2,0,0.8,0.8,0.0,0.8,0,13,1,0.22,0.0,0.22,0.22,0.22,0.17,0.0,0.17,0.17,0.17
4917,Jack Maher,USA,DF,Nashville SC,25,1999,23,22,1953,21.7,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,0,43,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
4918,Olwethu Makhanya,RSA,DF,Philadelphia Union,21,2004,21,15,1458,16.2,1,0,1,1,0,0,4,1,1.6,1.6,0.0,1.6,10,57,1,0.06,0.0,0.06,0.06,0.06,0.1,0.0,0.1,0.1,0.1
4919,Adilson Malanda,FRA,DF,Charlotte,23,2001,24,24,2160,24.0,1,0,1,1,0,0,4,0,1.3,1.3,0.2,1.5,4,61,1,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06
4920,AJ Marcucci,USA,GK,NY Red Bulls,25,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4921,Dominik Marczuk,POL,FW,Real Salt Lake,21,2003,16,10,856,9.5,1,2,3,1,0,0,2,0,1.4,1.4,1.5,2.8,44,26,104,0.11,0.21,0.32,0.11,0.32,0.14,0.15,0.3,0.14,0.3
4922,Paul Marie,FRA,"FW,MF",SJ Earthquakes,30,1995,2,1,103,1.1,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.8,2,1,5,0.0,0.0,0.0,0.0,0.0,0.66,0.05,0.71,0.66,0.71
4923,Anthony Markanich,PHI,DF,Minnesota Utd,25,1999,21,15,1261,14.0,6,1,7,6,0,0,3,0,3.3,3.3,1.7,5.0,10,26,42,0.43,0.07,0.5,0.43,0.5,0.23,0.12,0.36,0.23,0.36
4924,Idan Markovich,ISR,FW,Charlotte,20,2004,20,9,920,10.2,5,1,6,5,0,0,2,0,6.6,6.6,1.8,8.4,10,9,55,0.49,0.1,0.59,0.49,0.59,0.65,0.17,0.82,0.65,0.82
4925,Marlon,BRA,DF,LAFC,29,1995,11,7,631,7.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,6,27,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
4926,Jahkeele Marshall-Rutty,CAN,DF,Charlotte,21,2004,14,12,1107,12.3,0,2,2,0,0,0,1,0,0.1,0.1,0.7,0.8,34,43,34,0.0,0.16,0.16,0.0,0.16,0.01,0.06,0.06,0.01,0.06
4927,Jahkeele Marshall-Rutty,CAN,"MF,DF",CF Montréal,21,2004,6,2,230,2.6,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,1,8,17,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.15,0.09,0.15
4928,Alonso Martínez,CRC,FW,NYCFC,26,1998,20,20,1725,19.2,9,1,10,6,3,5,1,0,14.3,10.3,2.1,12.5,34,29,103,0.47,0.05,0.52,0.31,0.37,0.75,0.11,0.86,0.54,0.65
4929,David Martínez,VEN,FW,LAFC,19,2006,18,8,765,8.5,3,1,4,3,0,0,4,0,2.7,2.7,0.6,3.2,35,35,69,0.35,0.12,0.47,0.35,0.47,0.31,0.07,0.38,0.31,0.38
4930,Josef Martínez,VEN,FW,SJ Earthquakes,32,1993,20,14,1213,13.5,9,2,11,9,0,0,0,0,9.1,9.1,1.0,10.0,6,18,55,0.67,0.15,0.82,0.67,0.82,0.67,0.07,0.74,0.67,0.74
4931,Thiago Martins,BRA,DF,NYCFC,30,1995,22,21,1906,21.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,13,73,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
4932,Jimmy Maurer,USA,GK,Houston Dynamo,36,1988,2,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933,Eric Maxim Choupo-Moting,CMR,FW,NY Red Bulls,36,1989,23,21,1872,20.8,13,1,14,9,4,4,4,0,10.0,6.8,2.7,9.5,22,59,143,0.62,0.05,0.67,0.43,0.48,0.48,0.13,0.61,0.33,0.46
4934,Andreas Maxsø,DEN,DF,Colorado Rapids,31,1994,22,22,1980,22.0,1,0,1,1,0,0,4,0,0.3,0.3,0.9,1.2,4,37,4,0.05,0.0,0.05,0.05,0.05,0.01,0.04,0.05,0.01,0.05
4935,Olivier Mbaizo,CMR,DF,Philadelphia Union,27,1997,5,4,285,3.2,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,6,6,4,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.15,0.02,0.15
4936,Kenji Mboma Dem,FRA,DF,FC Cincinnati,23,2002,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4937,John McCarthy,USA,GK,LA Galaxy,33,1992,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4938,Jack McGlynn,USA,"FW,MF",Houston Dynamo,22,2003,19,19,1683,18.7,3,3,6,2,1,1,1,0,2.0,1.2,4.5,5.7,37,180,88,0.16,0.16,0.32,0.11,0.27,0.11,0.24,0.35,0.07,0.31
4939,Zac McGraw,CAN,DF,Portland Timbers,28,1997,4,3,242,2.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4940,Duncan McGuire,USA,FW,Orlando City,24,2001,12,3,354,3.9,1,1,2,1,0,0,0,0,1.5,1.5,1.2,2.7,7,5,27,0.25,0.25,0.51,0.25,0.51,0.38,0.3,0.68,0.38,0.68
4941,Paddy McNair,NIR,DF,San Diego FC,30,1995,18,18,1504,16.7,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.3,6,50,2,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08
4942,Brendan McSorley,USA,FW,St. Louis,23,2002,2,0,42,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,0,1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
4943,Christopher McVey,SWE,DF,San Diego FC,28,1997,23,23,2070,23.0,2,0,2,2,0,0,4,0,1.6,1.6,0.4,2.0,17,97,8,0.09,0.0,0.09,0.09,0.09,0.07,0.02,0.09,0.07,0.09
4944,Loïc Mesanvi,TOG,"FW,DF",Minnesota Utd,21,2003,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4945,Lionel Messi,ARG,"FW,MF",Inter Miami,38,1987,18,17,1566,17.4,18,7,25,18,0,0,2,0,12.3,12.3,6.4,18.6,90,169,139,1.03,0.4,1.44,1.03,1.44,0.7,0.37,1.07,0.7,1.07
4946,Wyatt Meyer,USA,MF,Nashville SC,24,2001,5,2,162,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,8,1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
4947,Matt Miazga,USA,DF,FC Cincinnati,30,1995,15,13,1004,11.2,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,0,17,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
4948,Novak Mićović,SRB,GK,LA Galaxy,23,2001,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4949,Alex Mighten,ENG,FW,San Diego FC,23,2002,19,11,931,10.3,1,0,1,1,0,0,1,0,1.6,1.6,0.8,2.3,47,13,115,0.1,0.0,0.1,0.1,0.1,0.15,0.07,0.23,0.15,0.23
4950,Djordje Mihailovic,USA,"MF,FW",Colorado Rapids,26,1998,23,23,1965,21.8,9,6,15,5,4,6,1,0,8.6,3.9,6.8,10.7,44,112,138,0.41,0.27,0.69,0.23,0.5,0.39,0.31,0.71,0.18,0.49
4951,Eric Miller,USA,DF,Portland Timbers,32,1993,12,2,339,3.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,9,14,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08
4952,Harbor Miller,USA,DF,LA Galaxy,18,2007,4,3,244,2.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3,5,16,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09
